Orig_Inv_Ttl_Prod_Value,DateTransactionJulian,DateInvoiceJulian,Total_Credit,Orig_Inv_Total_Due,Reference1,NameAlpha,State,City,ZipCodePostal,Country,City99,Return_By_State,Return_By_Zip,Return_Country,Error_Desc
26.25,2021-11-18,2021-11-22,23.625,26.25,EXPNCB1121044240,AMERISOURCEBERGEN,MN,SHAKOPEE,55379,USA,BELLINGHAM,WA,98226,USA,
105.0,2021-11-18,2021-11-22,94.5,105.0,EXPNCB1121044306,AMERISOURCEBERGEN DRUG,IL,ROMEOVILLE,60446,USA,DES MOINES,WA,98198,USA,
70.88,2021-11-18,2021-11-22,63.792,70.88,EXPNCB1121044353,AMERISOURCEBERGEN DRUG CORPORATION,MS,OLIVE BRANCH,38654,USA,CHRISTOPHER,IL,62822,USA,
22.66,2021-11-18,2021-11-22,20.394,22.66,EXPNCB1121044390,AMERISOURCEBERGEN DRUG CORPORATION,TX,ROANOKE,76262,USA,GULFPORT,MS,39503,USA,
14.92,2021-11-18,2021-11-22,13.428,14.92,EXPNCB1121044526,MORRIS & DICKSON CO,LA,SHREVEPORT,71115,USA,SAN ANTONIO,TX,78207,USA,
15.3,2021-10-19,2021-10-22,13.77,15.45,EXPNCH1021155117,CARDINAL HEALTH,MO,ST CHARLES,63301,USA,CAPE GIRARDEAU,MO,63703,USA,
15.3,2021-11-18,2021-11-22,13.77,15.45,EXPNCH1121157134,AMERISOURCEBERGEN DRUG CORP,CA,SACRAMENTO,95834,USA,DAVIS,CA,95616,USA,
18.9,2021-11-18,2021-11-22,17.009999999999998,19.09,EXPNCH1121157175,CARDINAL HEALTH,NJ,SWEDESBORO,08085,USA,WYOMISSING,PA,19610,USA,
100.8,2021-11-18,2021-11-22,90.72,101.8,EXPNCH1121157682,MORRIS & DICKSON CO,LA,SHREVEPORT,71115,USA,EL PASO,TX,79905,USA,
270.0,2021-09-10,2021-09-15,243.0,272.7,EXPNCR0921190292,CARDINAL HEALTH,IL,AURORA,60502,USA,MANTENO,IL,60950,USA,
77.85,2021-09-10,2021-09-15,70.065,78.64,EXPNCR0921190590,LOUISIANA WHOLESALE DRUG CO,LA,SUNSET,70584,USA,RAYVILLE,LA,71269,USA,
166.6,2021-09-10,2021-09-15,149.94,168.26,EXPNCR0921190873,MCKESSON CORPORATION,TX,CONROE,77303,USA,PHILADELPHIA,PA,19115,USA,
540.0,2021-10-07,2021-10-13,486.0,545.4,EXPNCR1021192034,AMERISOURCEBERGEN,PA,BETHLEHEM,18017,USA,BEAR,DE,19701,USA,
11.05,2021-09-22,2021-09-24,9.945,11.05,EXPNCS0921088365,AMERISOURCEBERGEN,MN,SHAKOPEE,55379,USA,NASHVILLE,TN,37203,USA,
19.6,2021-10-20,2021-10-22,17.64,19.6,EXPNCS1021089432,MCKESSON CORPORATION,IL,AURORA,60502,USA,WHITEFISH BAY,WI,53217,USA,
22.1,2021-11-19,2021-11-22,19.89,22.1,EXPNCS1121090068,AMERISOURCEBERGEN,MN,SHAKOPEE,55379,USA,REEDLEY,CA,93654,USA,
19.6,2021-11-19,2021-11-22,17.64,19.6,EXPNCS1121090069,AMERISOURCEBERGEN,MN,SHAKOPEE,55379,USA,REEDLEY,CA,93654,USA,
84.18,2021-11-19,2021-11-22,75.762,84.18,EXPNCS1121090334,PRIORITY HEALTHCARE DIST DBA CURASCRIPT,OH,GROVE CITY,43123,USA,MC LEAN,VA,22102,USA,
0.0,2021-11-19,2021-11-23,0.0,0.0,EZ58566AA,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,ZEARING,IA,50278,USA,
176.0,2021-10-13,2021-11-26,158.4,176.0,EZR57913,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,WINNER,SD,57580,USA,
31.0,2021-10-20,2021-11-26,27.9,31.0,EZR57914C4,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,WINNER,SD,57580,USA,
0.0,2021-11-02,2021-11-26,0.0,0.0,EZR57918C2,DAKOTA DRUG INC.,MN,ANOKA,55303,USA,WAGNER,SD,57380,USA,
139.0,2021-09-15,2021-11-26,125.1,139.0,JB052221AC21819,CARDINAL HEALTH,CA,ELK GROVE,95758,USA,SACRAMENTO,CA,95827,USA,
300.48,2021-10-05,2021-11-26,270.432,300.48,JF083121BC21819,CARDINAL HEALTH,IL,AURORA,60502,USA,LAKE ORION,MI,48360,USA,
300.48,2021-10-25,2021-11-26,270.432,300.48,JF091521AC21819,J M SMITH CORPORATION,SC,SPARTANBURG,29301,USA,GREENWOOD,SC,29646,USA,
221.0,2021-11-17,2021-11-26,198.9,221.0,KJ101621DC21819,J M SMITH CORPORATION,SC,SPARTANBURG,29301,USA,WESTMINSTER,SC,29693,USA,
250.48,2021-10-07,2021-11-26,225.432,250.48,KR082721EC21819,AMERISOURCEBERGEN,PA,BETHLEHEM,18017,USA,NEW YORK,NY,10003,USA,
423.21,2021-10-25,2021-11-26,380.889,423.21,KR091721AC21819,CARDINAL HEALTH,WA,AUBURN,98001,USA,EUGENE,OR,97403,USA,
300.0,2021-10-22,2021-11-26,270.0,300.0,LS100121E2558,ASD SPECIALTY HEALTHCARE LLC,KY,BROOKS,40109,USA,DALLAS,TX,75204,USA,
40.24,2021-10-29,2021-11-26,36.216,40.24,MK082621RP,AMERISOURCEBERGEN DRUG CORP,NC,MORRISVILLE,27560,USA,HOUSTON,TX,77036,USA,
10.99,2021-07-12,2021-11-26,9.891,10.99,MKRX82692A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,LUFKIN,TX,75904,USA,
469.32,2021-09-01,2021-11-26,422.388,469.32,MKRX88125A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,LAWTON,OK,73507,USA,
544.5,2021-09-01,2021-11-26,490.05,544.5,MKRX88131A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,LAME DEER,MT,59043,USA,
118.35,2021-09-01,2021-11-26,106.515,118.35,MKRX88178A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,BUTNER,NC,27509,USA,
178.71,2021-09-01,2021-11-26,160.839,178.71,MKRX88179A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,BUTNER,NC,27509,USA,
285.0,2021-09-01,2021-11-26,256.5,285.0,MKRX88235A3473,MCKESSON CORPORATION,IL,AURORA,60502,USA,LAME DEER,MT,59043,USA,
47.0,2021-08-31,2021-11-26,42.3,47.0,MKRX88616A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,WINTERHAVEN,CA,92283,USA,
790.42,2021-08-31,2021-11-26,711.3779999999999,790.42,MKRX88824A3473,MCKESSON CORPORATION,IL,AURORA,60502,USA,WINTERHAVEN,CA,92283,USA,
86.71,2021-09-08,2021-11-26,78.03899999999999,86.71,MKRX89600A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,BENNETTSVILLE,SC,29512,USA,
2909.72,2021-09-22,2021-11-26,2618.748,2909.72,MKRX90148A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,PHOENIX,AZ,85016,USA,
1562.56,2022-01-25,2022-01-27,1406.304,1562.56,PBR05437719102153-C,CARDINAL HEALTH,IL,AURORA,60502,USA,AMARILLO,TX,79101,USA,
1809.69,2022-01-22,2022-01-24,1628.721,1809.69,PDH08431797102153,MORRIS & DICKSON CO,LA,SHREVEPORT,71115,USA,SHREVEPORT,LA,71115,USA,
6175.4,2022-01-22,2022-01-25,5557.86,6175.4,PDH08434331102153,MORRIS & DICKSON CO,LA,SHREVEPORT,71115,USA,SHREVEPORT,LA,71115,USA,
182.1,2022-01-22,2022-01-24,163.89,182.1,PLG07-417532-102153,DAKOTA DRUG,ND,MINOT,58703,USA,ELLSWORTH AFB,SD,57706,USA,
493.34,2022-01-22,2022-01-25,444.006,493.34,PLH01-425483-102153,DAKOTA DRUG,ND,MINOT,58703,USA,TIOGA,ND,58852,USA,
225.0,2022-01-27,2022-01-28,202.5,225.0,PLK1325283-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
951.14,2022-01-26,2022-01-27,856.026,951.14,PLK1328667-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
156.24,2022-01-20,2022-01-24,140.616,156.24,PLK43251051267,CARDINAL HEALTH,IL,AURORA,60502,USA,COLUMBUS,OH,43204,USA,
73106.28,2022-01-21,2022-01-26,65795.652,73106.28,PLK4329238-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
256.0,2022-01-26,2022-01-27,230.4,256.0,PLKG5323623-1267,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
245.45,2022-01-26,2022-01-27,220.905,245.45,PLKG5324943-1267,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
4147.61,2022-01-21,2022-01-26,3732.849,4147.61,PLKU4326093-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
789.3,2022-01-21,2022-01-26,710.3699999999999,789.3,PLKU4326126-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
642.6,2022-01-21,2022-01-26,578.34,642.6,PLKU4326136-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
305.26,2022-01-26,2022-01-27,274.734,305.26,PLKU4326151-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
60.0,2022-01-26,2022-01-27,54.0,60.0,PLKU4326154-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
49.18,2022-01-26,2022-01-27,44.262,49.18,PLKU4328891-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
5411.88,2022-01-24,2022-01-25,4870.692,5411.88,PMAB329848-1267,AMERISOURCEBERGEN DRUG CORPORATION,FL,ORLANDO,32829,USA,ORLANDO,FL,32829,USA,
270.0,2022-01-20,2022-01-24,243.0,270.0,PMMA-PMMA3253161267,AMERISOURCEBERGEN DRUG CORPORATION,FL,ORLANDO,32829,USA,MANSFIELD,MA,02048,USA,
2997.0,2022-01-19,2022-01-25,2697.3,2997.0,PMUT-PMUT3285541267,AMERISOURCEBERGEN DRUG CORPORATION,FL,ORLANDO,32829,USA,SALT LAKE CITY,UT,84104,USA,
123.72,2022-01-22,2022-01-24,111.348,123.72,PSR12-432044-102153,J M SMITH CORPORATION,SC,SPARTANBURG,29301,USA,SPARTANBURG,SC,29301,USA,
758.47,2022-01-25,2022-01-27,682.623,758.47,QCR05430833102153-C,CARDINAL HEALTH,IL,AURORA,60502,USA,CLARKS SUMMIT,PA,18411,USA,
4234.91,2022-01-21,2022-01-26,3811.419,4234.91,R67800,INDEPENDENT PHARMACY COOPERATIVE-WI,WI,SUN PRAIRIE,53590,USA,SUN PRAIRIE,WI,53590,USA,
10.86,2021-12-20,2022-01-27,9.774,10.86,RCXMB8-08401,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,KNOXVILLE,TN,37931,USA,
392.95,2022-01-24,2022-01-25,353.655,392.95,RCXN1109121,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,KNOXVILLE,TN,37931,USA,
284.21,2022-01-26,2022-01-28,255.789,284.21,RXR102051A3473,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
4475.7,2022-01-17,2022-01-24,4028.13,4475.7,RXR103284A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
2252.52,2022-01-27,2022-01-28,2027.268,2252.52,RXR104070A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
15.0,2022-01-20,2022-01-22,13.5,15.0,RXR104614A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
64.45,2022-01-20,2022-01-22,58.005,64.45,RXR104615A4510,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHITEVILLE,NC,28472,USA,
973.57,2022-01-19,2022-01-22,876.213,973.57,RXRD1197925,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
6580.71,2022-01-18,2022-01-24,5922.639,6580.71,RXRD1209449,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
3800.59,2022-01-18,2022-01-24,3420.531,3800.59,RXRD1209877,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
2840.29,2022-01-18,2022-01-24,2556.261,2840.29,RXRD1209981,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
3321.54,2022-01-18,2022-01-24,2989.386,3321.54,RXRD1210098,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
5038.97,2022-01-18,2022-01-24,4535.073,5038.97,RXRD1210245,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
148.21,2022-01-25,2022-01-28,133.389,148.21,RXRD1210858-340B,MCKESSON CORPORATION,TX,CONROE,77303,USA,SUGAR LAND,TX,77478,USA,
6418.6,2022-01-19,2022-01-24,5776.74,6418.6,RXRD1211805,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
2667.69,2022-01-19,2022-01-24,2400.9210000000003,2667.69,RXRD1212028,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
3556.92,2022-01-19,2022-01-24,3201.228,3556.92,RXRD1212030,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
6400.37,2022-01-20,2022-01-26,5760.333,6400.37,RXRD1212747,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
148.07,2022-01-25,2022-01-27,133.263,148.07,RXRD1214025,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
300.55,2022-01-25,2022-01-27,270.495,300.55,RXRD1214045,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
2969.2,2022-01-24,2022-01-27,2672.28,2969.2,RXRD1214510,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
9976.74,2022-01-24,2022-01-26,8979.066,9976.74,RXRD1214583,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
655.3,2022-01-21,2022-01-25,589.77,655.3,SACKR260114013995,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
73.0,2022-01-19,2022-01-22,65.7,73.0,SH4395AU,AMERISOURCEBERGEN DRUG CORP,NY,NORTH AMITYVILLE,11701,USA,BRONX,NY,10457,USA,
22.93,2022-01-24,2022-01-28,20.637,22.93,TCXQMC0508401,AMERISOURCEBERGEN DRUG CORP,NC,MORRISVILLE,27560,USA,WILLIAMSTON,NC,27892,USA,
100.0,2022-01-17,2022-01-24,90.0,100.0,TOM110921VASNSLAAMNL,HENRY SCHEIN,NY,MELVILLE,11747,USA,COVINGTON,LA,70433,USA,
58.97,2022-01-17,2022-01-24,53.073,58.97,UXM01141GLB0R106,AMERISOURCEBERGEN DRUG CORPORATION,TX,ROANOKE,76262,USA,DALLAS,TX,75235,USA,
1223.35,2022-01-27,2022-01-28,1101.015,1223.35,WGC22030116196,AMERISOURCEBERGEN DRUG CORP,PA,BETHLEHEM,18017,USA,DEERFIELD,IL,60015,USA,
3352.72,2022-01-27,2022-01-28,3017.448,3352.72,WGC22030116400,AMERISOURCEBERGEN DRUG CORP,PA,BETHLEHEM,18017,USA,DEERFIELD,IL,60015,USA,
2646.56,2022-01-19,2022-01-24,2381.904,2646.56,XP326393823,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
23.14,2022-01-22,2022-01-24,20.826,23.14,PAG06435870670121,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
21.48,2022-01-08,2022-01-24,19.332,21.48,PBH05-380905-670121A,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
6.32,2022-01-27,2022-01-28,5.688000000000001,6.32,WGC22030116194,AMERISOURCEBERGEN DRUG CORP,PA,BETHLEHEM,18017,USA,DEERFIELD,IL,60015,USA,
250.11,2018-05-19,2018-05-18,225.099,250.11,HIL100189260208,H D SMITH SPRINGFIELD-IL,IL,SPRINGFIELD,62703,USA,SPRINGFIELD,IL,62703,RH0,
1128.84,2018-05-19,2018-05-18,1015.956,1128.84,HNJ100190930009,H D SMITH KEARNY-NJ,NJ,KEARNY,070324407,USA,Kearny,NJ,07032,RH0,
0.0,2022-01-28,2022-02-01,0.0,0.0,011222SP,AMERISOURCEBERGEN DRUG CORP,NY,NORTH AMITYVILLE,11701,USA,HICKSVILLE,NY,11801,USA,
218.0,2022-01-26,2022-01-31,196.2,218.0,2112420229,MORRIS & DICKSON,LA,SHREVEPORT,71115,USA,DALLAS,TX,75228,USA,
300.0,2022-01-28,2022-02-02,270.0,300.0,3901180301,MCKESSON SPECIALTY CARE DISTRIBUTION LLC,TN,LA VERGNE,37086,USA,LA VERGNE,TN,37086,USA,
35.23,2022-01-28,2022-02-01,31.707,35.23,504191,MORRIS & DICKSON,LA,SHREVEPORT,71115,USA,BOWIE,TX,76230,USA,
10126.8,2021-12-15,2022-02-01,9114.12,10126.8,777,INDEPENDENT PHARMACY DISTRIBUTOR LLC,NC,LEXINGTON,27292,USA,LEXINGTON,NC,27292,USA,
154.3,2022-01-22,2022-02-04,138.87,154.3,ARKPP03Z484510,CARDINAL HEALTH,IL,AURORA,60502,USA,CENTREVILLE,VA,20121,USA,
303.59,2022-01-28,2022-02-02,273.231,303.59,ARKPP06VF4510N,CARDINAL HEALTH,IL,AURORA,60502,USA,MORGANTON,NC,28655,USA,
154.3,2022-01-22,2022-02-04,138.87,154.3,ARKPP0Z2884510,CARDINAL HEALTH,IL,AURORA,60502,USA,WAYNESBORO,VA,22980,USA,
8.75,2022-01-26,2022-02-01,7.875,8.75,ARKPP16D34510N,CARDINAL HEALTH,IL,AURORA,60502,USA,NEW ROCHELLE,NY,10801,USA,
562.5,2022-01-26,2022-02-01,506.25,562.5,ARKPP18D14510N,CARDINAL HEALTH,IL,AURORA,60502,USA,OAKHURST,NJ,07755,USA,
24.05,2022-01-26,2022-02-01,21.645,24.05,ARKPP1D634510N,CARDINAL HEALTH,IL,AURORA,60502,USA,BROOKLYN,NY,11208,USA,
154.3,2022-01-22,2022-02-04,138.87,154.3,ARKPP1Z2874510,CARDINAL HEALTH,IL,AURORA,60502,USA,YORK,PA,17401,USA,
154.3,2021-12-23,2022-02-04,138.87,154.3,ARKPP1Z2884510,CARDINAL HEALTH,IL,AURORA,60502,USA,JERSEY CITY,NJ,07302,USA,
154.3,2021-12-23,2022-02-04,138.87,154.3,ARKPP1Z4814510,CARDINAL HEALTH,IL,AURORA,60502,USA,SMYRNA,DE,19977,USA,
154.3,2022-01-22,2022-02-04,138.87,154.3,ARKPP1Z7844510,CARDINAL HEALTH,IL,AURORA,60502,USA,BELFORD,NJ,07718,USA,
154.3,2022-01-22,2022-02-04,138.87,154.3,ARKPP23Z484510,CARDINAL HEALTH,IL,AURORA,60502,USA,CAMDEN,DE,19934,USA,
154.3,2022-01-22,2022-02-04,138.87,154.3,ARKPP2Z6884510,CARDINAL HEALTH,IL,AURORA,60502,USA,NEW YORK,NY,10128,USA,
154.3,2021-12-23,2022-02-04,138.87,154.3,ARKPP4821Z4510,CARDINAL HEALTH,IL,AURORA,60502,USA,OAKFIELD,NY,14125,USA,
154.3,2021-12-22,2022-02-04,138.87,154.3,ARKPP5382Z4510,CARDINAL HEALTH,IL,AURORA,60502,USA,OAK HALL,VA,23416,USA,
158.23,2022-01-29,2022-02-02,142.40699999999998,158.23,ARKPP5VF24510N,CARDINAL HEALTH,IL,AURORA,60502,USA,SHELBY,NC,28150,USA,
83.68,2022-01-28,2022-02-02,75.31200000000001,83.68,ARKPP69VF4510N,CARDINAL HEALTH,IL,AURORA,60502,USA,CHARLOTTE,NC,28207,USA,
154.3,2021-12-23,2022-02-04,138.87,154.3,ARKPP72Z484510,CARDINAL HEALTH,IL,AURORA,60502,USA,LEWES,DE,19958,USA,
154.3,2021-12-22,2022-02-04,138.87,154.3,ARKPP7683Z4510,CARDINAL HEALTH,IL,AURORA,60502,USA,HARRINGTON,DE,19952,USA,
154.3,2021-12-23,2022-02-04,138.87,154.3,ARKPP81Z564510,CARDINAL HEALTH,IL,AURORA,60502,USA,SCOTTSVILLE,VA,24590,USA,
154.3,2021-12-22,2022-02-04,138.87,154.3,ARKPP82Z564510,CARDINAL HEALTH,IL,AURORA,60502,USA,NEW FAIRFIELD,CT,06812,USA,
154.3,2021-12-22,2022-02-04,138.87,154.3,ARKPP87Z624510,CARDINAL HEALTH,IL,AURORA,60502,USA,CHANTILLY,VA,20151,USA,
83.32,2022-01-28,2022-02-02,74.988,83.32,ARKPP9VF44510N,CARDINAL HEALTH,IL,AURORA,60502,USA,STATESVILLE,NC,28625,USA,
154.3,2021-12-22,2022-02-04,138.87,154.3,ARKPPZ10804510,CARDINAL HEALTH,IL,AURORA,60502,USA,MANASSAS,VA,20111,USA,
881.82,2022-02-01,2022-02-02,793.638,888.47,CAH012236047,CARDINAL HEALTH,TX,EL PASO,79998-2200,USA,EL PASO,TX,79998-2200,USA,
483.21,2022-01-18,2022-01-31,434.889,483.21,CDC01220000629,CURASCRIP SPECIALTY,OH,GROVE CITY,43123,USA,GROVE CITY,OH,43123,USA,
509.43,2022-01-28,2022-02-02,458.487,509.43,CNC10047265,CARDINAL HEALTH,IL,AURORA,60502,USA,KINSTON,NC,28501,USA,
56.84,2021-12-22,2022-02-04,51.156000000000006,56.84,CRXC01262021001,VALUE DRUG COMPANY,PA,DUNCANSVILLE,16635,USA,BENTON,PA,17814,USA,
1384.66,2022-01-17,2022-01-31,1246.194,1384.66,CSA012200002803,AMERISOURCEBERGEN DRUG CORPORA,MN,SHAKOPEE,55379,USA,ORLANDO,FL,32822,USA,
4435.21,2022-02-02,2022-02-04,3991.689,4435.21,CVS220400163261,CVS HEALTH,RI,WOONSOCKET,02895,USA,WOONSOCKET,RI,02895,USA,
1250.12,2022-02-02,2022-02-04,1125.108,1250.12,CVS220400163325,CVS HEALTH,RI,WOONSOCKET,02895,USA,WOONSOCKET,RI,02895,USA,
648.45,2022-02-02,2022-02-04,583.605,648.45,CVS220400163326,CVS HEALTH,RI,WOONSOCKET,02895,USA,WOONSOCKET,RI,02895,USA,
77.99,2022-01-26,2022-01-31,70.191,77.99,DM329726269,MCKESSON CORPORATION,VA,RUTHER GLEN,22546,USA,BALTIMORE,MD,21201,USA,
10.81,2022-01-27,2022-01-31,9.729,10.81,DM349189163,MCKESSON CORPORATION,TN,MEMPHIS,38141,USA,NASHVILLE,TN,37212,USA,
986.02,2022-01-25,2022-01-31,887.418,986.02,DM359856544,MCKESSON CORPORATION,IA,CLEAR LAKE,50428,USA,DES MOINES,IA,50310,USA,
154.57,2022-01-29,2022-02-02,139.113,154.57,DSG07420256102153,DMS PHARMACEUTICAL GROUP,IL,PARK RIDGE,60068,USA,PARK RIDGE,IL,60068,USA,
10277.92,2022-01-28,2022-02-02,9250.128,10277.92,ERX12022046,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
71.1,2022-01-25,2022-01-31,63.99,71.1,ESH012200008223,AMERISOURCEBERGEN DRUG CORPORA,MN,SHAKOPEE,55379,USA,ST LOUIS,MO,63134,USA,
286.4,2022-01-25,2022-01-27,257.76,289.28,EXPNCH0122160818,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,JEROME,ID,83338,USA,
196.2,2022-01-25,2022-01-27,176.57999999999998,198.16,EXPNCH0122160819,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,JEFFERSON,LA,70121,USA,
270.0,2022-01-25,2022-01-27,243.0,272.7,EXPNCH0122161154,MCKESSON CORPORATION,TX,CONROE,77303,USA,ANNAPOLIS JUNCTION,MD,20701,USA,
287.73,2022-01-17,2022-01-19,258.957,290.61,EXPNCR0122197158,LOUISIANA WHOLESALE DRUG CO,LA,SUNSET,70584,USA,COTTONPORT,LA,71327,USA,
114.56,2022-01-25,2022-01-27,103.104,114.56,EXPNCS0122091892,MCKESSON CORPORATION,CO,AURORA,80011,USA,FORT COLLINS,CO,80528,USA,
47.66,2022-02-02,2022-02-03,42.894,48.14,EXPSR000036004,SMITH DRUG COMPANY,SC,SPARTANBURG,29301,USA,SPARTANBURG,SC,29301,USA,
1495.45,2022-01-31,2022-02-04,1345.905,1495.45,HEB2201110025,MCKESSON CORPORATION,IL,DANVILLE,61834,USA,SAN ANTONIO,TX,78203,USA,
235.0,2021-12-28,2022-02-04,211.5,235.0,MKRX101415A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,MCLOUD,OK,74851,USA,
47.0,2022-01-27,2022-01-31,42.3,47.0,MKRX103152A4510,MCKESSON CORPORATION,IL,AURORA,60502,USA,GLENNALLEN,AK,99588,USA,
838.17,2022-01-28,2022-02-02,754.353,838.17,MKRX104836A3473,MCKESSON CORPORATION,IL,AURORA,60502,USA,LUFKIN,TX,75904,USA,
1130.67,2022-02-03,2022-02-04,1017.603,1130.67,MPD2213156483,KROGER LIMITED PARTNERSHIP II,IN,BLUFFTON,46714,USA,BLUFFTON,IN,46714,USA,
235.66,2022-02-03,2022-02-04,212.094,235.66,MPD2213156548,KROGER LIMITED PARTNERSHIP II,IN,BLUFFTON,46714,USA,BLUFFTON,IN,46714,USA,
6.4,2022-01-28,2022-01-31,5.76,6.4,MSPX0122,CARDINAL HEALTH,WV,WHEELING,26003,USA,PUNXSUTAWNEY,PA,15767,USA,
106.08,2022-01-05,2022-02-04,95.472,106.08,NPRO000182592,AMERISOURCEBERGEN DRUG CORPORATION,GA,BUFORD,30518,USA,SUWANEE,GA,30024,USA,
2.75,2022-01-29,2022-01-31,2.475,2.75,NPRO000182867,CARDINAL HEALTH,MS,MADISON,39110,USA,MONROE,LA,71201,USA,
18.46,2022-01-29,2022-01-31,16.614,18.46,NPRO000182933,MCKESSON CORPORATION,FL,LAKELAND,33805,USA,DORAL,FL,33166,USA,
18.48,2022-01-29,2022-01-31,16.632,18.48,NPRO000182966,J M SMITH CORPORATION,OH,CAREY,43316,USA,CEDAR FALLS,IA,50613,USA,
12.42,2022-01-29,2022-01-31,11.178,12.42,NPRO000183023,MORRIS & DICKSON,LA,SHREVEPORT,71115,USA,HAMMOND,LA,70401,USA,
4.63,2022-01-29,2022-01-31,4.167,4.63,NPRO000183050,CARDINAL HEALTH,MO,KANSAS CITY,64120,USA,LA PLATA,MO,63549,USA,
128.37,2022-01-29,2022-01-31,115.533,128.37,NPRO000183060,MCKESSON CORPORATION,MO,O''FALLON,63366,USA,MOUND CITY,IL,62963,USA,
13.04,2022-01-29,2022-01-31,11.736,13.04,NPRO000183184,MCKESSON CORPORATION,AK,ANCHORAGE,99518,USA,KOTZEBUE,AK,99752,USA,
349.36,2022-01-28,2022-01-31,314.42400000000004,349.36,NPRO000183452,MORRIS & DICKSON,LA,SHREVEPORT,71115,USA,TYLERTOWN,MS,39667,USA,
